SAMPLE	GENOME	model	RDSdC	UBCdC	DESC	TF_TYPE	EXP
ET_SCN_15	2019_SCN_bioreactor_t2_biofilm_Xanthomonadales_71_37	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	2019_SCN_bioreactor_t2_plantonic_Alphaproteobacteria_70_36	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	2019_SCN_bioreactor_t2_plantonic_Sphingomonadales_63_2074	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	2019_SCN_bioreactor_t3_biofilm_Acidobacteriales_60_11	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	2019_SCN_bioreactor_t3_biofilm_Bacteroidetes_40_21	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	2019_SCN_bioreactor_t3_biofilm_Bacteroidetes_44_17	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	2019_SCN_bioreactor_t3_biofilm_Devosia_66_11	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	2019_SCN_bioreactor_t3_biofilm_Leifsonia_71_11	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	2019_SCN_bioreactor_t3_biofilm_Verrucomicrobia_59_10	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	2019_SCN_bioreactor_t3_planktonic_Azospirillum_lipoferum_68_106	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	2019_SCN_bioreactor_t3_planktonic_Klebsiella_oxytoca_56_23	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	2019_SCN_bioreactor_t3_planktonic_Planctomycetes_54_6	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	2019_SCN_bioreactor_t4_biofilm_Comamonas_61_10	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	2019_SCN_bioreactor_t4_planktonic_Bacteroidetes_43_45	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	CN18_26_2_15_R1_F_uSCNPILOT_CONT_500_BF_Rhizobiales_64_17_64_27	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	CN18_26_2_15_R4_P_Melainabacteria_51_74	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	CN18_30_10_14_R2_B_Alphaproteobacteria_67_12	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	pHLL249	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN_bioreactor_inoc_reactora_Bacteroidetes_38_10	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN_bioreactor_inoc_reactora_Bacteroidetes_39_99	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN_bioreactor_inoc_reactora_Legionella_40_7	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN_bioreactor_inoc_reactorb_Actinobacteria_65_60	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN_bioreactor_inoc_reactorb_Bacteroidetes_53_13	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN_bioreactor_inoc_reactorb_Betaproteobacteria_68_25	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN_bioreactor_inoc_reactorb_Rhodocyclales_66_46	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN_bioreactor_t0_Alphaproteobacteria_66_43	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN_bioreactor_t0_Leifsonia_70_11	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN_bioreactor_t0_Rhizobiales_60_89	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_10_11_15_R1_B_SCNPILOT_CONT_300_BF_Rhizobiales_62_47_63_12	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_10_11_15_R1_B_SCNPILOT_EXPT_1000_BF_Rhizobiales_63_7_63_17	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_10_11_15_R1_B_Solirubrobacterales_67_19	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_10_11_15_R1_P_Microbacterium_71_863	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_10_11_15_R3_B_Afipia_64_1782_curated	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_10_11_15_R3_B_Rhizobiales_63_59	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_10_11_15_R4_P_Reyranella_68_349	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_10_11_15_R4_P_Rhizobiales_68_13	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_10_11_15_R4_P_SCNPILOT_CONT_750_P_Caedibacter_acanthamoebae_37_11_38_20	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_10_11_15_R4_P_SCNPILOT_EXPT_1000_BF_Sphingobacteriia_40_10_29_136	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_10_11_15_R4_P_Sphingobacteriales_45_140	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_10_11_15_R5_B_Rhizobiales_67_21	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_10_11_15_R5_B_SCNPILOT_CONT_1000_BF_Mesorhizobium_65_39_64_12	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_10_11_15_R5_P_Alphaproteobacteria_68_131	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_10_11_15_R5_P_Candidatus_Caedibacter_acanthamoebae_SCNPILOT_EXPT_500_P_38_48_38_48	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_13_7_16_R1_B_Burkholderiales_69_20	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_13_7_16_R1_B_Mesorhizobium_65_18	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_13_7_16_R1_B_Nakamurella_69_21	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_13_7_16_R1_B_SCNpilot_P_inoc_Stenotrophomonas_69_27_68_91	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_13_7_16_R1_B_Solirubrobacterales_68_13	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_13_7_16_R1_B_Xanthomonadales_69_60	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_13_7_16_R3_B_Actinobacteria_70_9	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_13_7_16_R3_B_SCN_Thiomonas_15x_64_19	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_13_7_16_R3_B_SCNPILOT_CONT_300_BF_Rhizobiales_62_47_63_31	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_13_7_16_R4_B_Burkholderiales_66_10	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_13_7_16_R4_B_Burkholderiales_68_29	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_14_9_16_R1_B_Chryseobacterium_40_24	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_14_9_16_R1_B_Rhizobiales_65_9	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_14_9_16_R1_B_SCNpilot_P_inoc_Kapabacteria_57_18_59_45	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_14_9_16_R2_B_Alphaproteobacteria_64_15	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_14_9_16_R3_B_SCNPILOT_CONT_300_BF_Rhizobiales_62_47-related_60_10	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_14_9_16_R3_B_SCNPILOT_EXPT_1000_BF_Sphingobacteriia_40_10_37_82	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_14_9_16_R4_B_Actinobacteria_68_6	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_14_9_16_R4_B_SCNPILOT_EXPT_300_BF_Sphingomonadales_67_9_67_9	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_14_9_16_R5_B_Filimonas_42_18	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_14_9_16_R5_B_Mesorhizobium_63_3	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_25_1_16_R1_B_Burkholderiales_68_8	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_25_1_16_R1_B_Chitinophagaceae_40_177	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_25_1_16_R1_B_SCN_Comamonas_36x_67_66	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_25_1_16_R1_B_SCNPILOT_CONT_300_BF_Rhizobiales_62_47_62_13	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_25_1_16_R2_B_Alphaproteobacteria_70_11	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_25_1_16_R2_B_SCNPILOT_CONT_300_BF_Rhizobiales_62_47-related_62_30	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_25_1_16_R3_B_Rudaea_64_147	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_25_1_16_R3_B_SCNPILOT_CONT_1000_P_Gammaproteobacteria_novel_39_13_39_37	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_25_1_16_R4_B_SCNPILOT_SOLID2_TRIM150_Afipia_61_20_61_46	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_25_1_16_R5_B_Rhizobiales_60_7	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_25_8_15_R2_B_Bosea_sp_LC85_SCNPILOT_EXPT_1000_BF_Rhizobiales_65_15_66_16	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_25_8_15_R2_B_CN-SCN_Microbacterium_18x_70_9	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_25_8_15_R2_B_Nitrosospira_multiformis_SCNPILOT_SOLID_1_TRIM150_Nitrosospira_54_27_54_34	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_25_8_15_R2_B_SCNpilot_BF_INOC_Bordetella_67_10-related_69_14	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_25_8_15_R2_B_SCNPILOT_EXPT_1000_BF_Altererythrobacter_66_12_66_16	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_25_8_15_R2_B_SCNPILOT_EXPT_1000_BF_Devosia_62_26-related_62_9	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_25_8_15_R2_B_SCNPILOT_EXPT_750_BF_Actinomycetales_70_150_72_69	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_25_8_15_R2_B_SCNPILOT_EXPT_750_BF_Sphingobacteriia_47_330_48_20	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_25_8_15_R2_B_Xanthomonadales_66_12	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_25_8_15_R3_B_WPS-2_62_28	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_25_8_15_R4_B_Xanthomonadales_70_612	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_25_8_15_R5_B_Rhodanobaceraceae_66_24	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_26_2_15_R1_B_Micrococcales_64_47	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_26_2_15_R1_B_Proprionibacteraceae_70_19	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_26_2_15_R1_B_SCNPILOT_CONT_1000_BF_Rhizobiales_65_79_66_12	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_26_2_15_R1_B_SCNPILOT_SOLID2_TRIM150_Alphaproteobacteria_62_41_62_24	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_26_2_15_R1_F_Bosea_sp_LC85_SCNPILOT_EXPT_1000_BF_Rhizobiales_65_15_67_33	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_26_2_15_R1_F_Chitinophagaceae_50_26	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_26_2_15_R1_F_SCNPILOT_CONT_1000_BF_Chloroflexi_54_27_54_23	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_26_2_15_R1_F_SCNPILOT_EXPT_300_BF_Thiobacillus_62_448_63_78	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_26_2_15_R1_P_SCNPILOT_CONT_1000_BF_Mesorhizobium_65_39_65_22	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_26_2_15_R2_B_Rhizobiales_60_31	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_26_2_15_R2_B_Rhizobiales_61_8	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_26_2_15_R2_B_SCN_Variovorax_21x_67_25	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_26_2_15_R2_B_SCNPILOT_CONT_1000_BF_Rhizobiales_65_18_67_34	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_26_2_15_R2_B_SCNPILOT_CONT_750_BF_Rhodospirillales_68_10_70_15	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_26_2_15_R2_P_Planctomycetes_69_10	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_26_2_15_R2_P_SCNPILOT_CONT_500_P_Xanthomonadales_69_150_Rhodanobacter_68_51	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_26_2_15_R3_B_Saccharibacteria_TM7_47_55	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_26_2_15_R4_B_Rhodanobacter_69_138	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_26_2_15_R4_B_SCNPILOT_CONT_750_P_Burkholderiales_64_62_65_12	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_26_2_15_R4_P_Microbacterium_70_222	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_26_2_15_R5_B_Alphaproteobacteria_66_27	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_26_2_15_R5_F_Sphingomonas_65_27	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_30_10_14_R1_B_SCNPILOT_EXPT_1000_BF_Afipia_62_8_60_16	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_30_10_14_R1_B_SCNPILOT_EXPT_750_BF_Actinomycetales_70_150_73_20	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_30_10_14_R1_B_Sphingobium_66_9	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_30_10_14_R1_P_Bosea_67_18	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_30_10_14_R1_P_Cytophagales_49_46	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_30_10_14_R1_P_Rhizobiales_62_27	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_30_10_14_R1_P_SCNPILOT_EXPT_1000_BF_Sphingomonas_65_55_65_26	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_30_10_14_R2_B_Alphaproteobacteria_64_8	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_30_10_14_R2_B_Bacteria_71_11	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_30_10_14_R2_B_Bradyrhizobiaceae_62_135	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_30_10_14_R2_B_Possibly_Chloroflexi_64_8	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_30_10_14_R2_B_Rhizobiales_63_8	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_30_10_14_R2_B_Rhizobiales_64_10	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_30_10_14_R2_B_Rhizobiales_64_7	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_30_10_14_R2_B_Rhizobiales_64_8	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_30_10_14_R2_B_Rhizobiales_67_7	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_30_10_14_R2_B_SCNPILOT_CONT_1000_P_Alphaproteobacteria_64_11_65_16	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_30_10_14_R2_B_SCNPILOT_EXPT_1000_BF_Afipia_62_8-rel_65_16	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_30_10_14_R2_B_SCNPILOT_SOLID2_TRIM150_Alphaproteobacteria_62_41_63_12	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_30_10_14_R2_P_Burkholderiales_63_16	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_30_10_14_R2_P_Sphingomonas_67_78	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_30_10_14_R3_B_Delftia_65_125	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_30_10_14_R3_B_Leifsonia_70_93	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_30_10_14_R3_B_Rhizobiales_60_7	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_30_10_14_R3_B_Rhizobiales_64_9	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_30_10_14_R3_B_SCNPILOT_CONT_1000_P_Verrucomicrobia_61_8_61_17	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_30_10_14_R3_B_SCNPILOT_CONT_500_BF_Rhizobiales_64_17-related_63_20	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_30_10_14_R3_B_SCNPILOT_EXPT_500_BF_STEP10_Armatimonadetes_55_34_56_13	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_30_10_14_R3_B_SCNpilot_P_inoc_Thiobacillus_strain2_63_34_65_22	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_30_10_14_R3_P_Alphaproteobacteria_65_207	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_30_10_14_R3_P_Bosea_sp_LC85_SCNPILOT_EXPT_1000_BF_Rhizobiales_65_15_67_61	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_30_10_14_R3_P_Burkholderiales_68_190	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_30_10_14_R3_P_Caulobacterales_69_10	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_30_10_14_R3_P_CN-SCN_Devosia_27x_66_71	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
ET_SCN_15	SCN18_30_10_14_R3_P_CN-SCN_Microbacterium_27x_70_19	NewPrimer_mariner	0	0	Trans_Control	Nat_Trans	Control
